@relation <train.arff>
@ATTRIBUTE Attribute_1 NUMERIC
@ATTRIBUTE Attribute_2 NUMERIC
@ATTRIBUTE Attribute_3 NUMERIC
@ATTRIBUTE Attribute_4 NUMERIC
@ATTRIBUTE Attribute_5 NUMERIC
@ATTRIBUTE Attribute_6 NUMERIC
@ATTRIBUTE Attribute_7 NUMERIC
@ATTRIBUTE Attribute_8 NUMERIC
@ATTRIBUTE Attribute_9 NUMERIC
@ATTRIBUTE Attribute_10 NUMERIC
@ATTRIBUTE Attribute_11 NUMERIC
@ATTRIBUTE Attribute_12 NUMERIC
@ATTRIBUTE Attribute_13 NUMERIC
@ATTRIBUTE Attribute_14 NUMERIC
@ATTRIBUTE Attribute_15 NUMERIC
@ATTRIBUTE Attribute_16 NUMERIC
@ATTRIBUTE Attribute_17 NUMERIC
@ATTRIBUTE Attribute_18 NUMERIC
@ATTRIBUTE class {0,1,2,3}
@data
28.00,9422.00,4896828.00,14.00,168733.00,103.00,123.00,78.00,49.00,61.00,103.00,121.00,40.00,44969.00,191207.00,5.00,5.00,659041.00,0
24.00,9568.00,4621540.00,14.00,185645.00,93.00,123.00,123.00,86.00,42.00,114.00,114.00,25.00,669716.00,550431.00,5.00,5.00,5.00,1
31.00,8141.00,4551778.00,15.00,199959.00,40.00,91.00,103.00,113.00,47.00,75.00,62.00,42.00,729430.00,1066507.00,5.00,5.00,5.00,3
29.00,5312.00,4996672.00,15.00,120409.00,107.00,128.00,96.00,50.00,126.00,83.00,91.00,35.00,1059557.00,464118.00,28785.00,403564.00,534148.00,3
23.00,4964.00,4360420.00,10.00,215054.00,98.00,81.00,119.00,58.00,111.00,72.00,74.00,22.00,63213.00,427182.00,125397.00,424204.00,295244.00,0
32.00,7656.00,4631847.00,15.00,112473.00,67.00,82.00,61.00,100.00,63.00,44.00,80.00,22.00,207727.00,10743.00,500170.00,356630.00,372348.00,2
27.00,8297.00,4739421.00,14.00,117648.00,94.00,57.00,123.00,118.00,111.00,54.00,60.00,28.00,137797.00,210406.00,224698.00,8390.00,593317.00,1
35.00,9696.00,4842077.00,11.00,118448.00,110.00,63.00,87.00,119.00,84.00,44.00,84.00,22.00,866877.00,315008.00,5.00,5.00,5.00,0
30.00,8308.00,4532298.00,11.00,159540.00,112.00,107.00,71.00,128.00,40.00,56.00,96.00,34.00,1123536.00,402548.00,5.00,5.00,5.00,0
30.00,10773.00,4484538.00,15.00,185153.00,103.00,121.00,39.00,77.00,82.00,45.00,126.00,22.00,206386.00,1031209.00,221607.00,145806.00,104052.00,3
30.00,3178.00,4127797.00,12.00,180182.00,127.00,128.00,98.00,44.00,67.00,54.00,108.00,29.00,718359.00,664957.00,462214.00,456054.00,688986.00,3
22.00,6624.00,3923171.00,13.00,130448.00,54.00,50.00,58.00,119.00,90.00,93.00,87.00,26.00,1097602.00,922695.00,60634.00,347871.00,461250.00,0
31.00,5834.00,4471566.00,14.00,169573.00,53.00,87.00,90.00,119.00,70.00,113.00,61.00,31.00,605596.00,550257.00,798534.00,206648.00,70724.00,2
35.00,8498.00,4766748.00,14.00,98201.00,47.00,90.00,50.00,50.00,117.00,43.00,71.00,41.00,350236.00,21686.00,5.00,5.00,5.00,2
24.00,8066.00,4466925.00,13.00,163897.00,40.00,63.00,120.00,103.00,122.00,112.00,91.00,31.00,321892.00,901053.00,5.00,5.00,5.00,3
22.00,5349.00,4980035.00,14.00,209164.00,105.00,59.00,69.00,121.00,94.00,105.00,123.00,28.00,617619.00,551865.00,565426.00,481719.00,430141.00,1
28.00,5393.00,4038115.00,14.00,181743.00,128.00,116.00,51.00,103.00,81.00,92.00,49.00,41.00,41987.00,110541.00,5.00,5.00,5.00,1
26.00,3353.00,4156452.00,12.00,118513.00,85.00,66.00,72.00,84.00,84.00,79.00,61.00,43.00,865166.00,782463.00,772484.00,441957.00,656393.00,3
25.00,10059.00,4249123.00,11.00,105653.00,44.00,57.00,105.00,61.00,114.00,86.00,94.00,30.00,459813.00,824409.00,31229.00,514924.00,84717.00,2
25.00,4104.00,4200857.00,11.00,216936.00,61.00,103.00,64.00,78.00,46.00,64.00,128.00,24.00,596712.00,894228.00,5.00,5.00,5.00,1
34.00,4082.00,4741776.00,10.00,206930.00,104.00,104.00,82.00,80.00,63.00,78.00,127.00,23.00,627069.00,601660.00,707758.00,674289.00,413931.00,3
28.00,5329.00,3992520.00,12.00,127572.00,98.00,112.00,115.00,65.00,97.00,93.00,106.00,45.00,926412.00,601015.00,585826.00,636486.00,462391.00,0
33.00,4009.00,4511343.00,12.00,154247.00,78.00,125.00,88.00,48.00,81.00,75.00,123.00,34.00,631170.00,174206.00,417807.00,53563.00,399493.00,2
29.00,8412.00,4236185.00,11.00,153397.00,46.00,113.00,101.00,102.00,90.00,60.00,103.00,25.00,649229.00,83513.00,5.00,5.00,5.00,2
35.00,6560.00,4081820.00,12.00,183130.00,86.00,121.00,53.00,64.00,114.00,87.00,87.00,41.00,640266.00,734519.00,5.00,5.00,5.00,3
30.00,6132.00,4799323.00,13.00,225559.00,56.00,121.00,58.00,91.00,75.00,47.00,99.00,25.00,119454.00,579332.00,5.00,5.00,5.00,1
28.00,11921.00,4246720.00,14.00,174797.00,119.00,81.00,72.00,70.00,51.00,102.00,60.00,24.00,903596.00,689314.00,643042.00,617110.00,390265.00,0
33.00,8187.00,4154548.00,13.00,140473.00,47.00,84.00,101.00,60.00,50.00,53.00,126.00,27.00,654839.00,177798.00,418166.00,524359.00,244658.00,3
28.00,10741.00,3827317.00,15.00,167141.00,57.00,103.00,115.00,120.00,95.00,125.00,82.00,37.00,30197.00,1195167.00,5.00,5.00,5.00,2
33.00,7665.00,4390784.00,15.00,150257.00,51.00,60.00,61.00,82.00,79.00,67.00,83.00,44.00,1009735.00,715348.00,126538.00,561152.00,91751.00,0
24.00,7086.00,4301001.00,10.00,220553.00,111.00,64.00,92.00,66.00,54.00,45.00,93.00,34.00,485234.00,604876.00,292280.00,77104.00,738467.00,2
28.00,3497.00,4111089.00,13.00,148577.00,85.00,122.00,88.00,43.00,88.00,96.00,122.00,43.00,586100.00,533189.00,29760.00,180794.00,772578.00,1
25.00,4176.00,3927123.00,10.00,114430.00,52.00,106.00,59.00,89.00,75.00,58.00,42.00,39.00,355116.00,252170.00,5.00,5.00,5.00,3
30.00,8492.00,4557994.00,11.00,149427.00,66.00,55.00,56.00,113.00,100.00,102.00,101.00,39.00,1110695.00,683078.00,5.00,5.00,5.00,3
34.00,9320.00,5001519.00,10.00,200569.00,54.00,50.00,44.00,118.00,75.00,72.00,115.00,32.00,708958.00,817546.00,637332.00,14430.00,651450.00,0
33.00,5383.00,3999388.00,15.00,182262.00,96.00,49.00,59.00,88.00,62.00,58.00,81.00,41.00,1194301.00,928679.00,29778.00,124250.00,244049.00,0
31.00,8868.00,4010824.00,15.00,183696.00,39.00,102.00,125.00,48.00,81.00,50.00,109.00,25.00,116118.00,984306.00,61294.00,318961.00,547962.00,1
23.00,9402.00,4379778.00,13.00,116526.00,122.00,57.00,113.00,49.00,116.00,126.00,56.00,42.00,94128.00,122581.00,769448.00,265631.00,290437.00,3
22.00,10266.00,4304965.00,11.00,202909.00,64.00,117.00,61.00,89.00,48.00,110.00,42.00,41.00,1031264.00,408469.00,272946.00,235996.00,730603.00,3
28.00,3684.00,4261488.00,12.00,174553.00,106.00,122.00,95.00,53.00,126.00,111.00,108.00,29.00,801239.00,816157.00,784474.00,452718.00,656424.00,0
27.00,3214.00,4001656.00,12.00,126142.00,80.00,55.00,81.00,97.00,47.00,114.00,57.00,32.00,499781.00,170637.00,131024.00,786230.00,478038.00,3
24.00,3110.00,4874241.00,11.00,186724.00,92.00,123.00,82.00,88.00,48.00,99.00,53.00,28.00,837411.00,340504.00,148794.00,239988.00,58043.00,2
31.00,10792.00,4763964.00,15.00,153368.00,110.00,69.00,120.00,74.00,73.00,125.00,93.00,28.00,886244.00,705592.00,5.00,5.00,5.00,0
35.00,9474.00,4400232.00,11.00,125385.00,56.00,49.00,108.00,80.00,101.00,92.00,97.00,41.00,621645.00,664324.00,627246.00,567079.00,15108.00,2
30.00,7990.00,4076763.00,15.00,208535.00,94.00,50.00,83.00,63.00,86.00,107.00,103.00,30.00,811785.00,241049.00,5.00,5.00,5.00,1
31.00,9381.00,4508050.00,13.00,143134.00,66.00,84.00,88.00,116.00,41.00,95.00,86.00,25.00,16492.00,830701.00,453807.00,161856.00,273188.00,2
23.00,7961.00,4595487.00,14.00,94733.00,45.00,92.00,103.00,104.00,40.00,115.00,93.00,33.00,293380.00,440576.00,53098.00,18292.00,187341.00,2
23.00,8963.00,4209071.00,13.00,205100.00,70.00,56.00,109.00,46.00,40.00,72.00,94.00,39.00,995115.00,565595.00,5.00,5.00,5.00,2
33.00,12094.00,5018034.00,15.00,204596.00,123.00,127.00,44.00,78.00,72.00,125.00,73.00,42.00,870110.00,556951.00,5.00,5.00,5.00,2
33.00,6891.00,4184650.00,12.00,204123.00,99.00,95.00,54.00,48.00,66.00,80.00,78.00,29.00,105569.00,982471.00,267701.00,134010.00,75182.00,0
25.00,9107.00,4331628.00,13.00,106932.00,73.00,45.00,58.00,121.00,83.00,58.00,126.00,26.00,318490.00,259963.00,5.00,5.00,5.00,3
24.00,10678.00,4657522.00,12.00,111404.00,122.00,116.00,55.00,82.00,41.00,62.00,50.00,44.00,57456.00,1153446.00,63525.00,539156.00,122703.00,3
34.00,5428.00,4054619.00,15.00,167881.00,66.00,127.00,119.00,80.00,71.00,45.00,110.00,24.00,390954.00,54222.00,779646.00,471077.00,214356.00,3
23.00,8408.00,4576766.00,15.00,123994.00,52.00,85.00,81.00,90.00,127.00,55.00,54.00,45.00,128842.00,176714.00,7163.00,325475.00,716004.00,0
31.00,7614.00,4747742.00,15.00,221991.00,112.00,76.00,41.00,106.00,100.00,122.00,116.00,30.00,96294.00,866999.00,805218.00,640976.00,84981.00,3
25.00,7620.00,4787266.00,15.00,222316.00,59.00,59.00,81.00,52.00,101.00,99.00,46.00,42.00,958656.00,125317.00,658824.00,662016.00,633340.00,0
35.00,4158.00,4476246.00,11.00,186398.00,71.00,65.00,74.00,82.00,47.00,114.00,84.00,45.00,49315.00,1070974.00,5.00,5.00,5.00,1
22.00,11329.00,3951975.00,14.00,158680.00,90.00,78.00,86.00,96.00,43.00,64.00,86.00,27.00,1061427.00,63086.00,54992.00,419655.00,191494.00,2
23.00,8926.00,4631940.00,14.00,218674.00,110.00,98.00,64.00,112.00,90.00,70.00,69.00,38.00,151824.00,872094.00,5.00,5.00,5.00,1
25.00,8058.00,4965747.00,13.00,109039.00,96.00,86.00,82.00,123.00,97.00,123.00,82.00,25.00,123403.00,306975.00,427659.00,313114.00,81671.00,2
31.00,8694.00,4992982.00,14.00,115678.00,107.00,60.00,66.00,64.00,77.00,76.00,64.00,24.00,1131643.00,236305.00,200090.00,466043.00,299156.00,3
22.00,3486.00,4639679.00,14.00,195902.00,60.00,45.00,43.00,125.00,93.00,126.00,41.00,43.00,374692.00,198708.00,697099.00,178058.00,741437.00,3
31.00,11566.00,3989344.00,11.00,183563.00,82.00,126.00,55.00,96.00,102.00,75.00,111.00,24.00,196758.00,359198.00,689989.00,111264.00,176822.00,2
32.00,11026.00,4275163.00,15.00,120046.00,100.00,109.00,87.00,44.00,100.00,57.00,123.00,33.00,211157.00,48712.00,657602.00,511692.00,460236.00,2
25.00,8429.00,3928310.00,10.00,207865.00,92.00,74.00,95.00,57.00,98.00,122.00,106.00,44.00,72919.00,856221.00,5.00,5.00,5.00,1
32.00,9608.00,3820864.00,15.00,146797.00,103.00,127.00,109.00,102.00,82.00,95.00,60.00,43.00,837024.00,471355.00,454301.00,431075.00,533187.00,2
29.00,10304.00,4152639.00,14.00,120812.00,128.00,102.00,79.00,63.00,80.00,86.00,127.00,40.00,1165166.00,51508.00,367178.00,588014.00,746328.00,2
26.00,8594.00,4551370.00,15.00,170031.00,97.00,121.00,44.00,72.00,71.00,98.00,98.00,34.00,576531.00,640196.00,709767.00,103830.00,140847.00,2
34.00,8716.00,4938569.00,15.00,211777.00,61.00,70.00,81.00,41.00,123.00,44.00,60.00,32.00,788913.00,664216.00,134600.00,431643.00,574003.00,3
34.00,6266.00,4009689.00,15.00,218231.00,92.00,52.00,40.00,47.00,89.00,57.00,123.00,44.00,202995.00,1175837.00,760724.00,740284.00,429174.00,1
33.00,10498.00,5014169.00,12.00,123434.00,69.00,41.00,75.00,97.00,128.00,67.00,81.00,23.00,50487.00,118862.00,157333.00,574920.00,271820.00,1
22.00,7818.00,4199133.00,14.00,151211.00,80.00,47.00,55.00,58.00,71.00,41.00,81.00,41.00,679931.00,124589.00,803685.00,311688.00,179436.00,2
23.00,7781.00,3857032.00,13.00,139541.00,84.00,92.00,124.00,111.00,85.00,80.00,55.00,40.00,326964.00,634114.00,5.00,5.00,5.00,2
29.00,8939.00,4523904.00,11.00,179831.00,118.00,123.00,113.00,54.00,97.00,59.00,123.00,44.00,665153.00,286151.00,474974.00,271650.00,724038.00,0
32.00,5358.00,4782516.00,12.00,180915.00,72.00,80.00,54.00,109.00,106.00,101.00,62.00,35.00,706841.00,544211.00,191410.00,114466.00,782801.00,1
22.00,7635.00,4744577.00,14.00,131388.00,85.00,79.00,110.00,126.00,69.00,107.00,67.00,28.00,238782.00,547815.00,251116.00,709456.00,37063.00,0
28.00,11161.00,4696028.00,15.00,158976.00,44.00,93.00,111.00,116.00,67.00,43.00,109.00,35.00,162522.00,995918.00,5.00,5.00,5.00,0
35.00,5415.00,4175460.00,10.00,185976.00,44.00,101.00,49.00,113.00,118.00,106.00,123.00,42.00,436229.00,917652.00,5.00,5.00,5.00,3
28.00,3526.00,4981066.00,14.00,178644.00,95.00,88.00,64.00,96.00,76.00,48.00,44.00,33.00,842775.00,1060420.00,5.00,5.00,5.00,3
25.00,8240.00,4116220.00,11.00,138179.00,40.00,65.00,122.00,79.00,41.00,98.00,88.00,35.00,15076.00,712169.00,419985.00,669696.00,574911.00,0
30.00,9255.00,4752903.00,15.00,132694.00,66.00,69.00,96.00,109.00,114.00,95.00,50.00,26.00,422504.00,1025482.00,536220.00,450133.00,487629.00,0
33.00,7820.00,3817833.00,13.00,139767.00,94.00,80.00,71.00,116.00,127.00,42.00,55.00,23.00,455324.00,1001018.00,5.00,5.00,5.00,2
31.00,6293.00,5008980.00,15.00,202847.00,68.00,63.00,80.00,122.00,107.00,109.00,64.00,39.00,92585.00,478096.00,5.00,5.00,5.00,1
30.00,4570.00,4595837.00,13.00,143198.00,67.00,126.00,67.00,79.00,87.00,54.00,60.00,39.00,270627.00,1190749.00,5.00,5.00,5.00,3
35.00,6987.00,4538025.00,13.00,98823.00,123.00,58.00,90.00,67.00,115.00,119.00,109.00,44.00,973357.00,751264.00,5.00,5.00,5.00,1
25.00,8593.00,3971507.00,11.00,154697.00,86.00,104.00,57.00,59.00,72.00,84.00,47.00,25.00,426389.00,151059.00,441340.00,607491.00,591150.00,2
33.00,8693.00,4334891.00,11.00,197637.00,87.00,55.00,50.00,79.00,125.00,87.00,43.00,23.00,491012.00,932336.00,5.00,5.00,5.00,1
24.00,6699.00,4620048.00,10.00,207943.00,52.00,126.00,71.00,67.00,49.00,125.00,91.00,28.00,456295.00,762152.00,412857.00,452440.00,626927.00,0
24.00,11827.00,4844461.00,10.00,123481.00,65.00,82.00,120.00,50.00,61.00,106.00,40.00,26.00,536813.00,1182974.00,611495.00,469291.00,179495.00,3
34.00,5068.00,4532828.00,11.00,186671.00,119.00,108.00,79.00,80.00,88.00,79.00,64.00,35.00,1174892.00,30289.00,5.00,5.00,5.00,1
24.00,6908.00,4680569.00,13.00,150894.00,87.00,41.00,79.00,122.00,74.00,94.00,52.00,36.00,156310.00,450234.00,396647.00,340556.00,513718.00,3
24.00,6862.00,4461632.00,15.00,184868.00,91.00,104.00,52.00,104.00,85.00,92.00,75.00,24.00,452083.00,52026.00,474213.00,125037.00,151494.00,1
33.00,10879.00,4097792.00,15.00,163795.00,104.00,126.00,107.00,74.00,103.00,97.00,114.00,38.00,105958.00,216076.00,297086.00,755656.00,780066.00,0
33.00,7140.00,4275492.00,15.00,214727.00,44.00,116.00,89.00,124.00,102.00,86.00,99.00,27.00,1002636.00,154321.00,600276.00,621115.00,346312.00,2
27.00,7537.00,4182026.00,12.00,122120.00,60.00,71.00,75.00,90.00,71.00,117.00,114.00,32.00,545563.00,548039.00,5.00,5.00,5.00,1
28.00,3247.00,4272180.00,12.00,98844.00,106.00,116.00,110.00,74.00,53.00,53.00,117.00,36.00,198396.00,484307.00,798473.00,110105.00,698319.00,3
22.00,3029.00,4473562.00,13.00,217716.00,128.00,40.00,103.00,85.00,114.00,65.00,82.00,43.00,243587.00,273075.00,592209.00,169057.00,19406.00,2
28.00,3462.00,3819878.00,10.00,223521.00,77.00,126.00,89.00,98.00,67.00,85.00,56.00,39.00,63467.00,230185.00,202205.00,396004.00,338688.00,3
30.00,7335.00,4405941.00,11.00,216176.00,119.00,112.00,80.00,127.00,45.00,96.00,53.00,39.00,641129.00,72050.00,787295.00,370605.00,506296.00,2
33.00,6146.00,4316898.00,13.00,128569.00,89.00,115.00,58.00,94.00,46.00,105.00,77.00,35.00,865914.00,949294.00,5.00,5.00,5.00,2
22.00,5634.00,3833632.00,15.00,164790.00,122.00,68.00,71.00,110.00,83.00,61.00,43.00,39.00,745553.00,59467.00,433831.00,693235.00,11386.00,0
24.00,11664.00,4440492.00,15.00,145629.00,61.00,42.00,71.00,107.00,118.00,93.00,93.00,22.00,695211.00,96843.00,23622.00,87608.00,178779.00,3
32.00,3138.00,4963489.00,12.00,219913.00,49.00,94.00,87.00,92.00,107.00,48.00,96.00,26.00,4210.00,380578.00,5.00,5.00,5.00,0
28.00,6676.00,4057386.00,15.00,192554.00,75.00,41.00,119.00,91.00,58.00,41.00,122.00,43.00,1138316.00,742420.00,2206.00,305556.00,705950.00,3
28.00,10099.00,4817865.00,10.00,183608.00,127.00,71.00,53.00,107.00,120.00,127.00,47.00,45.00,230633.00,259116.00,615756.00,242213.00,668412.00,3
26.00,11117.00,4682213.00,11.00,147665.00,118.00,93.00,65.00,84.00,68.00,114.00,83.00,43.00,997070.00,344499.00,235257.00,370968.00,71536.00,1
26.00,3050.00,4492698.00,11.00,95561.00,84.00,104.00,114.00,82.00,50.00,104.00,110.00,27.00,352131.00,158030.00,55111.00,161466.00,441434.00,2
25.00,3121.00,4050968.00,11.00,200580.00,42.00,70.00,94.00,40.00,55.00,115.00,116.00,34.00,798413.00,236648.00,616566.00,606392.00,690808.00,0
30.00,10665.00,4361113.00,14.00,209110.00,83.00,92.00,84.00,74.00,42.00,43.00,67.00,24.00,794894.00,20986.00,325309.00,723658.00,540781.00,3
32.00,6767.00,3910041.00,10.00,161673.00,50.00,43.00,62.00,59.00,114.00,115.00,42.00,30.00,984557.00,390136.00,94116.00,326349.00,104297.00,2
22.00,6931.00,4706596.00,12.00,93755.00,128.00,105.00,84.00,127.00,45.00,39.00,98.00,37.00,358967.00,533261.00,95476.00,540476.00,333006.00,1
31.00,11727.00,4445542.00,15.00,156461.00,53.00,111.00,88.00,49.00,56.00,88.00,43.00,34.00,638585.00,473011.00,685768.00,189369.00,324280.00,3
28.00,3826.00,3855199.00,10.00,201684.00,104.00,81.00,104.00,114.00,104.00,48.00,44.00,45.00,183962.00,70825.00,246000.00,570220.00,703330.00,2
34.00,11989.00,4832627.00,12.00,121236.00,55.00,77.00,85.00,50.00,116.00,54.00,108.00,34.00,437454.00,523111.00,75918.00,136680.00,398180.00,2
27.00,9136.00,4744241.00,14.00,220198.00,56.00,49.00,39.00,108.00,110.00,64.00,109.00,35.00,76375.00,441145.00,5.00,5.00,5.00,0
31.00,5718.00,4222948.00,10.00,97180.00,108.00,59.00,111.00,70.00,49.00,67.00,102.00,28.00,118341.00,42237.00,512393.00,12624.00,303630.00,0
32.00,10366.00,4464615.00,12.00,144117.00,46.00,114.00,46.00,58.00,51.00,49.00,108.00,27.00,455437.00,366853.00,136224.00,654503.00,364715.00,3
28.00,3131.00,4012252.00,14.00,140111.00,117.00,61.00,105.00,117.00,68.00,88.00,126.00,45.00,1193200.00,579013.00,214185.00,155395.00,487908.00,2
22.00,5322.00,4586021.00,11.00,149943.00,124.00,54.00,98.00,126.00,93.00,89.00,100.00,25.00,816186.00,1003944.00,729571.00,177131.00,603056.00,2
26.00,6038.00,4763261.00,13.00,126721.00,51.00,118.00,98.00,42.00,93.00,53.00,83.00,45.00,285374.00,186657.00,5.00,5.00,5.00,2
34.00,4222.00,4399047.00,13.00,163145.00,102.00,55.00,40.00,58.00,123.00,82.00,59.00,31.00,379219.00,623145.00,423391.00,561397.00,510235.00,2
28.00,6448.00,3921586.00,12.00,105382.00,51.00,73.00,60.00,43.00,69.00,87.00,70.00,30.00,274534.00,291553.00,5.00,5.00,5.00,1
33.00,8367.00,4636883.00,10.00,132883.00,128.00,67.00,90.00,107.00,102.00,67.00,93.00,29.00,700337.00,316802.00,5.00,5.00,5.00,3
31.00,10744.00,4139131.00,13.00,114983.00,127.00,126.00,83.00,72.00,42.00,116.00,71.00,39.00,1111311.00,870238.00,329978.00,215148.00,119853.00,2
34.00,3258.00,4578453.00,12.00,200249.00,58.00,94.00,121.00,57.00,112.00,65.00,72.00,37.00,232284.00,324977.00,5.00,5.00,5.00,1
29.00,6859.00,4494757.00,10.00,117195.00,61.00,88.00,59.00,40.00,76.00,113.00,52.00,37.00,369150.00,848652.00,579093.00,379349.00,636062.00,3
30.00,11706.00,4367351.00,11.00,143639.00,54.00,78.00,83.00,68.00,106.00,86.00,85.00,23.00,510822.00,889603.00,5.00,5.00,5.00,0
22.00,7348.00,4653008.00,13.00,209743.00,121.00,105.00,121.00,68.00,73.00,50.00,124.00,38.00,793991.00,496785.00,685021.00,224617.00,140238.00,1
25.00,7486.00,4599496.00,11.00,167354.00,94.00,64.00,54.00,122.00,64.00,64.00,96.00,24.00,604063.00,416313.00,323352.00,716655.00,678548.00,0
24.00,7119.00,4578693.00,11.00,103955.00,115.00,107.00,79.00,91.00,90.00,60.00,121.00,36.00,1121656.00,243758.00,228403.00,343131.00,270812.00,2
31.00,3470.00,4212499.00,12.00,150344.00,114.00,68.00,127.00,47.00,117.00,128.00,53.00,32.00,751073.00,825583.00,355919.00,100948.00,634168.00,3
35.00,3203.00,4435457.00,12.00,206895.00,76.00,114.00,107.00,124.00,110.00,63.00,127.00,36.00,331148.00,810322.00,766584.00,464036.00,262196.00,2
26.00,8485.00,4525070.00,14.00,170619.00,66.00,40.00,107.00,67.00,49.00,87.00,67.00,44.00,534845.00,1092363.00,414250.00,468115.00,568392.00,2
22.00,6407.00,4024520.00,11.00,113032.00,110.00,52.00,121.00,108.00,112.00,74.00,67.00,34.00,865973.00,1195709.00,679822.00,717422.00,669698.00,0
28.00,6691.00,4095002.00,13.00,104369.00,82.00,110.00,70.00,76.00,111.00,84.00,81.00,22.00,388836.00,1127992.00,601242.00,169331.00,107333.00,1
22.00,5845.00,4447730.00,12.00,132890.00,97.00,69.00,71.00,49.00,62.00,80.00,123.00,30.00,650378.00,439562.00,9515.00,242881.00,176382.00,1
32.00,10847.00,4766331.00,11.00,186633.00,114.00,102.00,45.00,62.00,65.00,42.00,66.00,33.00,242875.00,867825.00,152754.00,11872.00,60904.00,0
28.00,11930.00,3982076.00,10.00,105363.00,118.00,124.00,45.00,51.00,46.00,73.00,78.00,43.00,967444.00,504565.00,41045.00,238218.00,593269.00,2
32.00,3692.00,3866293.00,15.00,116503.00,110.00,44.00,63.00,116.00,118.00,111.00,59.00,28.00,1192353.00,169565.00,114208.00,174642.00,596470.00,1
34.00,4248.00,4040658.00,11.00,104962.00,104.00,126.00,121.00,53.00,90.00,81.00,69.00,23.00,193487.00,37441.00,486078.00,10648.00,335763.00,3
35.00,4236.00,4927162.00,13.00,181009.00,42.00,112.00,71.00,73.00,63.00,109.00,63.00,25.00,21301.00,419448.00,383018.00,621523.00,797419.00,2
24.00,8476.00,4466885.00,14.00,163276.00,53.00,101.00,50.00,95.00,112.00,97.00,68.00,27.00,1145310.00,230993.00,457882.00,318363.00,256415.00,2
31.00,4919.00,4908395.00,15.00,184654.00,56.00,128.00,128.00,79.00,58.00,121.00,42.00,22.00,1105643.00,1144495.00,199580.00,765059.00,641784.00,2
33.00,6102.00,4404883.00,12.00,100862.00,90.00,52.00,58.00,126.00,39.00,87.00,128.00,36.00,856854.00,567366.00,299244.00,272919.00,557284.00,1
33.00,11876.00,4679901.00,12.00,200530.00,42.00,86.00,116.00,86.00,120.00,49.00,44.00,44.00,486173.00,496733.00,84978.00,781229.00,360386.00,1
30.00,4818.00,4963363.00,11.00,166823.00,57.00,109.00,44.00,39.00,95.00,123.00,60.00,40.00,847631.00,87763.00,141938.00,623702.00,689258.00,1
24.00,8934.00,4363667.00,13.00,153347.00,54.00,118.00,118.00,50.00,84.00,117.00,125.00,31.00,363544.00,88672.00,793719.00,740111.00,618334.00,3
29.00,6742.00,3981364.00,15.00,118656.00,41.00,54.00,100.00,43.00,115.00,46.00,66.00,41.00,824003.00,5.00,5.00,5.00,224975.00,3
30.00,10027.00,4865465.00,14.00,176671.00,91.00,61.00,48.00,56.00,57.00,101.00,125.00,31.00,78534.00,717309.00,5.00,5.00,5.00,2
23.00,10915.00,4094571.00,14.00,120029.00,91.00,64.00,124.00,74.00,104.00,66.00,85.00,43.00,895958.00,37151.00,533540.00,619093.00,358748.00,3
26.00,8048.00,4469580.00,13.00,140091.00,77.00,98.00,102.00,104.00,86.00,58.00,110.00,25.00,573010.00,1145100.00,5.00,5.00,5.00,0
30.00,9700.00,4270935.00,13.00,148499.00,77.00,114.00,105.00,88.00,128.00,66.00,118.00,34.00,51267.00,345153.00,566191.00,323348.00,583448.00,1
33.00,4968.00,4382530.00,12.00,155378.00,118.00,101.00,61.00,59.00,112.00,124.00,45.00,42.00,1116369.00,836523.00,573983.00,793172.00,451663.00,1
35.00,3952.00,4915537.00,14.00,172772.00,92.00,78.00,89.00,57.00,107.00,63.00,73.00,42.00,959672.00,910629.00,514296.00,286969.00,441610.00,3
27.00,11648.00,4490714.00,11.00,100080.00,45.00,66.00,69.00,91.00,84.00,81.00,98.00,26.00,741893.00,1097012.00,5.00,5.00,5.00,3
27.00,3697.00,4016426.00,13.00,222450.00,101.00,43.00,124.00,117.00,90.00,57.00,63.00,28.00,196900.00,736314.00,5.00,5.00,5.00,3
33.00,8207.00,4265467.00,10.00,93603.00,120.00,107.00,56.00,80.00,68.00,128.00,61.00,37.00,255808.00,774510.00,568482.00,214197.00,398251.00,3
29.00,9075.00,4746390.00,10.00,124479.00,67.00,104.00,93.00,108.00,94.00,52.00,106.00,36.00,1113895.00,197501.00,362133.00,62161.00,237034.00,3
33.00,8534.00,4531245.00,11.00,93875.00,86.00,64.00,57.00,79.00,86.00,55.00,76.00,43.00,305363.00,437085.00,72642.00,602681.00,694737.00,3
29.00,5956.00,4197614.00,14.00,214565.00,52.00,89.00,64.00,115.00,82.00,104.00,100.00,28.00,644323.00,118273.00,2898.00,651563.00,315318.00,2
35.00,7162.00,4645175.00,15.00,150551.00,124.00,119.00,86.00,99.00,82.00,42.00,109.00,27.00,509762.00,281812.00,5.00,5.00,5.00,1
27.00,3637.00,4453055.00,12.00,120777.00,40.00,49.00,77.00,73.00,103.00,58.00,120.00,24.00,168044.00,1027366.00,5.00,5.00,5.00,1
28.00,8839.00,4372638.00,12.00,213687.00,105.00,128.00,69.00,64.00,50.00,77.00,64.00,23.00,80837.00,176811.00,206701.00,161492.00,123008.00,0
27.00,6798.00,3892146.00,12.00,151419.00,109.00,67.00,59.00,93.00,115.00,128.00,91.00,25.00,1168094.00,695791.00,409680.00,633247.00,96028.00,2
